model_name,scs,l3_weight_cuts,l3_output_cuts,lcus,weights,ops_per_image,macs_per_image,total_4bit_macs_per_frame,pure_ops_per_image,pure_macs_per_image,power,fps,subclusters_per_target,l3_cuts_per_target,layers_per_target,l2_cuts_per_target_normalized,l2_cuts_used_normalized,profiling_mode,layers,l3_total_cuts,net_input_throughput,gross_input_throughput,net_output_throughput,gross_output_throughput,latency,input_aligners,input_aligners_per_target,apus,apus_per_target,l4_cuts,l4_cuts_per_target,l2_weights,l2_data_usage,l2_cuts_per_target,number_of_devices,number_of_contexts,calibration,transpose,resize_input,normalization,input_conversion,nms,optimization_level,compression_level,compression_rate,hw_arch,stream_fps,optimization_goal_fps,context_switch_configs,l2_cut_size,l3_cut_size,l4_cut_size
doclaynet_yolo26n,436,314,654,239,2377497.0,5327385600.0,2680217200.0,0.0,5326668800.0,2679858800.0,,N/A,256,512,64,128.0,218.0,post_placement,176,968,N/A,N/A,N/A,N/A,N/A,255,128,233,80,6,28,98880,687744,256,4,6,64,False,False,True,False,False,0,0,N/A,hailo8l,,,,16384.0,32768.0,131072.0

context_name,csw_scs_mac_util,b8_csw_scs_mac_util, ,lcu_util,l3_util,mapping_util,active_mac_util,width_align_util,feature_align_util,balance_fps_util,mac_layers_util,effective_mac_util,scs_mac_util, ,fps,1/fps (s),drain (s),latency_util,b8_latency_util, ,context_overhead,overhead_util,b8_overhead_util,total_mac_util,b8_total_mac_util,boundary_in_bytes,boundary_out_bytes,inter_context_in_bytes,inter_context_out_bytes,ddr_portals_in_bytes,ddr_portals_out_bytes
contexts_total,0.0803481750424821,0.12045397853490164,,,,0.28688840289678835,0.7527039479100032,0.9418908421631242,0.9718145613665251,0.759407608450445,0.8535542621576143,0.5309752725531962,0.12970271102797537,,no runtime data,no runtime data,N/A,0.6194795344343413,0.9286928359494437,,no runtime data,no runtime data,no runtime data,no runtime data,no runtime data,1228800.0,126000.0,3814400.0,3456000.0,0.0,0.0
doclaynet_yolo26n_context_0,0.11857502446657248,0.13127716664725583,,0.59375,0.375,0.31640625,0.5884447846342552,1.0,0.9879206534486962,0.8389289299658368,0.8518518518518519,0.4946267461347301,0.13331736516912648,,1304.0614995403182,0.0007668350000000001,9.533999999999986e-05,0.8894192014382233,0.9846966783413215,,no runtime data,,,,,1228800.0,0.0,0.0,614400.0,0.0,0.0
doclaynet_yolo26n_context_1,0.11220521669722956,0.16948216642714684,,0.609375,0.3203125,0.359375,0.8201850085731476,0.9358321125160332,0.9702129005950997,0.7475545471675573,0.9130434782608695,0.5571462540003329,0.18281361459385922,,1582.6541109440532,0.00063185,0.00039761000000000006,0.6137683834243195,0.9270762836984013,,no runtime data,,,,,0.0,0.0,819200.0,1126400.0,0.0,0.0
doclaynet_yolo26n_context_2,0.028936738981718547,0.0686087167525152,,0.609375,0.310546875,0.22265625,0.9325607141913681,0.8333333333333333,0.9767327473749599,0.8006665481008627,0.631578947368421,0.6067122662903334,0.08531891244707814,,2571.3716339138205,0.0003888975,0.0007577524999999999,0.33915972615881046,0.8041442956164264,,no runtime data,,,,,0.0,0.0,409600.0,716800.0,0.0,0.0
doclaynet_yolo26n_context_3,0.09452516512590406,0.124373197259277,,0.609375,0.298828125,0.265625,0.779293864124642,1.0,0.9665034509573789,0.7575805739038148,0.8529411764705882,0.5748907251829084,0.13024867992425268,,1496.8995468136623,0.0006680475,0.00025247249999999996,0.725728392647634,0.954890270915662,,no runtime data,,,,,0.0,0.0,1433600.0,819200.0,0.0,0.0
doclaynet_yolo26n_context_4,0.08072069030677688,0.10426408083026054,,0.609375,0.240234375,0.234375,0.8268576087280599,0.9304102870380723,0.9537726937025461,0.7002984184808629,0.9166666666666666,0.5064018514560107,0.1087972727737523,,1362.9595303241458,0.0007336975,0.00025519750000000004,0.7419367071327087,0.9583335884446414,,no runtime data,,,,,0.0,120000.0,921600.0,179200.0,0.0,0.0
doclaynet_yolo26n_context_5,0.046054200245715556,0.09543932855394242,,0.609375,0.345703125,0.3046875,0.8292490650674152,0.7968790368356806,0.9843215313221656,0.6925555818589496,0.8205128205128205,0.4508178615654644,0.1127044653913661,,4150.281700370413,0.00024094749999999996,0.00034870250000000006,0.40862799966081564,0.8468105342812238,,no runtime data,,,,,0.0,6000.0,230400.0,0.0,0.0,0.0

layer_name,layer_type,input_height,input_width,output_channels,input_channels,kernel_height,kernel_width,strides_row,strides_col,predecessors,successors,weights,macs,power,fps,total cycles,theoretical cycles,scs,apus,input_aligners,of_per_sc,of_per_mac,l3_output_cuts,l2_weights_usage_ratio,groups,dilation_height,dilation_width,16x4_configuration,elementwise_feed_repeat,ew_add_enabled,defuse_mode,node_layer_input_bw,node_layer_output_bw,defuse_name,l3_weight_cuts,l4_cuts,lcus,node_layer_latency,deprecated,output_features_per_sc,mac_computation_utilization,apu_activation_utilization,subcluster_utilization,buffers_num,buffer_size,context,did_reach_fps,latency,l2_weights,ops,l2_data_usage,input_activation_bits,input_range_min,input_range_max,kernel_range_min,kernel_range_max,output_range_min,output_range_max,output_activation_bits,weights_bits,bias_bits,active_mac_util,width_align_util,feature_align_util,balance_fps_util,mac_layers_util,effective_mac_util,is_4bit_enhanced,is_smuffer_in,is_smuffer_out
conv_feature_splitter3_2,conv,40,40,64,128,1,1,1,1,conv12,conv14 conv15 concat4,8256.0,13209600.0,,1800.33,222181,204800.0,1,1,1,64,8,2,0.0,1,1,1,False,,False,,324.1275634765625,162.06378173828125,doclaynet_yolo26n/conv_feature_splitter3_2,1,0,1,0.62228,0,64,0.9289723038673401,0.057610686868429184,0.8166495032268318,128,512,doclaynet_yolo26n_context_1,False,0.00065801,0,26214400.0,0,8,-0.2820030450820923,9.990964889526367,-1.2961848974227905,1.059751272201538,-0.28454864025115967,6.3118062019348145,8,8,16,0.9289723038673401,1.0,1.0,0.8790891825591517,1.0,0.8166495032268318,False,False,True
conv14,conv,40,40,32,64,1,1,1,1,conv_feature_splitter3_2,conv16 ew_add3,2080.0,3328000.0,,6884.56,58101,51200.0,1,1,1,32,4,1,0.0,1,1,1,False,,False,,162.06378173828125,81.03189086914062,doclaynet_yolo26n/conv14,1,0,1,0.6202875,0,32,0.8949931859970093,0.11015301197767258,0.20574503086022092,25,1280,doclaynet_yolo26n_context_1,False,0.0006588175,0,6553600.0,512,8,-0.28454864025115967,6.3118062019348145,-0.7688850164413452,0.4124572277069092,-0.2834167182445526,3.330146312713623,8,8,16,0.8949931859970093,1.0,1.0,0.22988446624990108,1.0,0.20574503086022092,False,True,False
conv15,conv,40,40,32,64,1,1,1,1,conv_feature_splitter3_2,concat3,2080.0,3328000.0,,6884.56,58101,51200.0,1,1,1,32,4,1,0.0,1,1,1,False,,False,,162.06378173828125,81.03189086914062,doclaynet_yolo26n/conv15,1,0,1,0.6202875,0,32,0.8949931859970093,0.11015301197767258,0.20574503086022092,25,1280,doclaynet_yolo26n_context_1,False,0.0006588175,0,6553600.0,512,8,-0.28454864025115967,6.3118062019348145,-2.956676483154297,4.549968719482422,-0.83562171459198,16.921340942382812,8,8,16,0.8949931859970093,1.0,1.0,0.22988446624990108,1.0,0.20574503086022092,False,True,False
conv16,conv,40,40,32,32,3,3,1,1,conv14,conv17,9248.0,14796800.0,,2459.04,162665,115200.0,2,1,2,16,2,1,0.0,1,1,1,True,,False,,81.03189086914062,81.03189086914062,doclaynet_yolo26n/conv16,1,0,1,0.62756,0,16,0.8953616619110107,0.0472135990858078,0.5762602070695362,128,256,doclaynet_yolo26n_context_1,False,0.0006779975,0,29491200.0,6144,8,-0.2834167182445526,3.330146312713623,-1.4097212553024292,1.075032353401184,-0.30213576555252075,5.624373435974121,8,8,16,0.8953616619110107,0.8333333333333334,1.0,0.6436060773917861,1.0,0.4802168392246135,False,False,True
conv17,conv,40,40,32,32,3,3,1,1,conv16,ew_add3,9248.0,14796800.0,,2505.28,159663,115200.0,2,1,2,16,2,1,0.0,1,1,1,True,,False,,81.03189086914062,81.03189086914062,doclaynet_yolo26n/conv17,1,0,1,0.624335,0,16,0.9121963381767273,0.048101313412189484,0.5762602039341252,25,1280,doclaynet_yolo26n_context_1,False,0.00069363,0,29491200.0,9216,8,-0.30213576555252075,5.624373435974121,-1.0192244052886963,0.937565803527832,-0.29140543937683105,5.016336441040039,8,8,16,0.9121963381767273,0.8333333333333334,1.0,0.6317282582891509,1.0,0.48021683661177106,False,True,False
ew_add3,ew_add,40,40,32,32,,,,,conv14 conv17,conv18 ew_add4,0,25600.0,,19783.37,20219,,1,1,1,32,0,2,0.0,,,,False,,False,,81.03189086914062,0.0,doclaynet_yolo26n/ew_add3,1,0,1,0.597165,0,32,0.6330679059028625,0.3165339529514313,0.050644931508467106,50,1280,doclaynet_yolo26n_context_1,False,0.00069489,0,51200.0,0,8,N/A,N/A,N/A,N/A,-0.7458018660545349,5.812110900878906,8,8,16,0.6330679059028625,1.0,1.0,0.07999920867294452,1.0,0.050644931508467106,False,False,False
conv18,conv,40,40,32,32,3,3,1,1,ew_add3,conv19,9248.0,14796800.0,,2459.04,162665,115200.0,2,1,2,16,2,1,0.0,1,1,1,True,,False,,81.03189086914062,81.03189086914062,doclaynet_yolo26n/conv18,1,0,1,0.615785,0,16,0.8953616619110107,0.0472135990858078,0.5762602070695362,128,256,doclaynet_yolo26n_context_1,False,0.00071477,0,29491200.0,6144,8,-0.7458018660545349,5.812110900878906,-0.8139052391052246,0.5619369745254517,-0.28721487522125244,5.346615314483643,8,8,16,0.8953616619110107,0.8333333333333334,1.0,0.6436060773917861,1.0,0.4802168392246135,False,False,True
conv19,conv,40,40,32,32,3,3,1,1,conv18,ew_add4,9248.0,14796800.0,,2505.28,159663,115200.0,2,1,2,16,2,1,0.0,1,1,1,True,,False,,81.03189086914062,81.03189086914062,doclaynet_yolo26n/conv19,1,0,1,0.61256,0,16,0.9121963381767273,0.048101313412189484,0.5762602039341252,25,1280,doclaynet_yolo26n_context_1,False,0.0007304025,0,29491200.0,9216,8,-0.28721487522125244,5.346615314483643,-1.2010185718536377,1.1426998376846313,-0.28791266679763794,8.889303207397461,8,8,16,0.9121963381767273,0.8333333333333334,1.0,0.6317282582891509,1.0,0.48021683661177106,False,True,False
ew_add4,ew_add,40,40,32,32,,,,,ew_add3 conv19,concat3,0,25600.0,,19783.37,20219,,1,1,1,32,0,1,0.0,,,,False,,False,,81.03189086914062,0.0,doclaynet_yolo26n/ew_add4,1,0,1,0.58539,0,32,0.6330679059028625,0.3165339529514313,0.050644931508467106,25,1280,doclaynet_yolo26n_context_1,False,0.0007316625,0,51200.0,0,8,-0.7458018660545349,5.812110900878906,N/A,N/A,-1.007478952407837,20.40144920349121,8,8,16,0.6330679059028625,1.0,1.0,0.07999920867294452,1.0,0.050644931508467106,False,False,False
concat3,concat,40|40,40|40,64,32|32,,,,,ew_add4 conv15,conv20,0,0,,25209.55,15867,,1,1,1,64,0,1,1,,,,False,,False,,81.03189086914062,0.0,doclaynet_yolo26n/concat3,0,0,1,0.60965,0,64,0.8067057132720947,0.8067057132720947,0.050644929779569234,64,512,doclaynet_yolo26n_context_1,False,0.0007571825,0,0,0,8,-1.007478952407837,20.40144920349121,N/A,N/A,-1.007478952407837,20.40144920349121,8,8,8,0.8067057132720947,1.0,1.0,0.06277993194587324,0.0,0.050644929779569234,False,False,True
conv20,conv,40,40,64,64,1,1,1,1,concat3,concat4,4160.0,6656000.0,,3337.20,119861,102400.0,1,1,1,64,8,1,0.0,1,1,1,False,,False,,162.06378173828125,162.06378173828125,doclaynet_yolo26n/conv20,1,0,1,0.6156024999999999,0,64,0.8676717281341553,0.10679036378860474,0.4114900728253857,64,512,doclaynet_yolo26n_context_1,False,0.0007633325,0,13107200.0,0,8,-1.007478952407837,20.40144920349121,-0.9676213264465332,0.9095734357833862,-0.35738128423690796,7.927366256713867,8,8,16,0.8676717281341553,1.0,1.0,0.4742462609796629,1.0,0.4114900728253857,False,True,True
concat4,concat,40|40|40,40|40|40,192,64|64|64,,,,,conv_feature_splitter3_1 conv_feature_splitter3_2 conv20,conv21,0,0,,9464.10,42265,,1,1,1,192,0,1,1,,,,False,,False,,162.06378173828125,0.0,doclaynet_yolo26n/concat4,0,0,1,0.6168825,0,192,0.9085531830787659,0.9085531830787659,0.15193479576966068,21,1536,doclaynet_yolo26n_context_1,False,0.00076613,0,0,0,8,N/A,N/A,N/A,N/A,-0.35738128423690796,7.927366256713867,8,8,8,0.9085531830787659,1.0,1.0,0.167227189997626,0.0,0.15193479576966068,False,True,True
conv21,conv,40,40,128,192,1,1,1,1,concat4,conv22 concat9,24704.0,39526400.0,,1640.82,243781,204800.0,3,1,1,48,6,6,0.0,1,1,1,False,,False,,486.1913146972656,364.64349365234375,doclaynet_yolo26n/conv21,3,0,1,0.6221525,0,43,0.9500330090522766,0.11813881993293762,0.9163567182866703,6,5760,doclaynet_yolo26n_context_1,False,0.000771925,0,78643200.0,2304,8,-0.35738128423690796,7.927366256713867,-0.8563295006752014,0.8421719074249268,-0.29152747988700867,7.968418121337891,8,8,16,0.9500330090522766,1.0,0.8888888888888888,0.9645525045501306,1.0,0.8145393051437069,False,True,False
conv22,conv,40,40,256,128,3,3,2,2,conv21,conv_feature_splitter4_1 conv_feature_splitter4_2,295168.0,118067200,,1636.61,244408,153600,13.0,3.0,3.0,256,3,4.0,,1,1,1,False,,False,combined (NORMAL),729.2870178222656,182.32174682617188,,12.0,0.0,3.0,0.62556,0,256,0.8822520879598764,0.3367744584878286,0.7879462543340701,19.0,8960,doclaynet_yolo26n_context_1,False,0.0007925925,0,235929600,13824,8,-0.29152747988700867,7.968418121337891,-1.3720320463180542,1.0062692165374756,-0.281728595495224,8.698369979858398,8,8,16,0.8774712681770325,1.0,0.8888888888888888,0.9670333148690354,0.9230769230769231,0.7542612881489529,False,False,False
conv_feature_splitter4_1,conv,20,20,128,256,1,1,1,1,conv22,concat6,32896.0,13158400.0,,2034.37,196621,102400.0,2,1,2,64,8,1,0.0,1,1,1,True,,False,,162.06378173828125,81.03189086914062,doclaynet_yolo26n/conv_feature_splitter4_1,1,0,1,0.61658,0,64,0.83653324842453,0.05207988992333412,0.6507873856076581,32,1024,doclaynet_yolo26n_context_1,False,0.0008165,0,26214400.0,0,8,-0.281728595495224,8.698369979858398,-1.048782229423523,1.2959390878677368,-0.294744610786438,9.100239753723145,8,8,16,0.83653324842453,0.625,1.0,0.7779575848698267,1.0,0.4067421160047863,False,True,True
conv_feature_splitter4_2,conv,20,20,128,256,1,1,1,1,conv22,conv24 conv25 concat6,32896.0,13158400.0,,2034.37,196621,102400.0,2,1,2,64,8,1,0.0,1,1,1,True,,False,,162.06378173828125,81.03189086914062,doclaynet_yolo26n/conv_feature_splitter4_2,1,0,1,0.61658,0,64,0.83653324842453,0.05207988992333412,0.6507873856076581,32,1024,doclaynet_yolo26n_context_1,False,0.0008165,0,26214400.0,0,8,-0.281728595495224,8.698369979858398,-1.0205774307250977,0.816536009311676,-0.35594382882118225,10.989766120910645,8,8,16,0.83653324842453,0.625,1.0,0.7779575848698267,1.0,0.4067421160047863,False,True,True
conv24,conv,20,20,64,128,1,1,1,1,conv_feature_splitter4_2,conv26 ew_add5,8256.0,3302400.0,,6088.19,65701,51200.0,1,1,1,64,8,2,0.0,1,1,1,False,,False,,81.03189086914062,40.51594543457031,doclaynet_yolo26n/conv24,1,0,1,0.6064624999999999,0,64,0.9424514174461365,0.058446597307920456,0.24499485865960516,42,1536,doclaynet_yolo26n_context_1,False,0.0008193575,0,6553600.0,1024,8,-0.35594382882118225,10.989766120910645,-0.948563814163208,0.6989129185676575,-0.291720986366272,4.357582092285156,8,8,16,0.9424514174461365,0.8333333333333334,1.0,0.2599548943578381,1.0,0.20416238221633765,False,True,False
conv25,conv,20,20,64,128,1,1,1,1,conv_feature_splitter4_2,concat5,8256.0,3302400.0,,6088.19,65701,51200.0,1,1,1,64,8,1,0.0,1,1,1,False,,False,,81.03189086914062,40.51594543457031,doclaynet_yolo26n/conv25,1,0,1,0.6064624999999999,0,64,0.9424514174461365,0.058446597307920456,0.24499485865960516,21,1536,doclaynet_yolo26n_context_1,False,0.0008193575,0,6553600.0,1024,8,-0.35594382882118225,10.989766120910645,-1.1569494009017944,1.9727171659469604,-0.49908775091171265,10.106527328491211,8,8,16,0.9424514174461365,0.8333333333333334,1.0,0.2599548943578381,1.0,0.20416238221633765,False,True,False
conv26,conv,20,20,64,64,3,3,1,1,conv24,conv27,36928.0,14771200.0,,2275.43,175791,115200.0,2,1,1,32,2,1,0.0,1,1,1,False,,False,,40.51594543457031,40.51594543457031,doclaynet_yolo26n/conv26,2,0,1,0.6296125,0,32,0.8664607405662537,0.02184412255883217,0.602658859083969,64,512,doclaynet_yolo26n_context_1,False,0.0008576475,0,29491200.0,6144,8,-0.291720986366272,4.357582092285156,-1.63533616065979,0.9421586990356445,-0.30637913942337036,10.854575157165527,8,8,16,0.8664607405662537,0.8333333333333334,1.0,0.6955408720424152,1.0,0.5022157159033075,False,False,True
conv27,conv,20,20,64,64,3,3,1,1,conv26,ew_add5,36928.0,14771200.0,,2294.54,174327,115200.0,2,1,1,32,2,1,0.0,1,1,1,False,,False,,40.51594543457031,40.51594543457031,doclaynet_yolo26n/conv27,2,0,1,0.6260775000000001,0,32,0.8737372756004333,0.022027568891644478,0.6026588511656118,21,1536,doclaynet_yolo26n_context_1,False,0.0008914325,0,29491200.0,9216,8,-0.30637913942337036,10.854575157165527,-0.9522915482521057,0.9284089803695679,-0.2952728569507599,10.461095809936523,8,8,16,0.8737372756004333,0.8333333333333334,1.0,0.6897483579963598,1.0,0.5022157093046765,False,True,False
ew_add5,ew_add,20,20,64,64,,,,,conv24 conv27,conv28 ew_add6,0,12800.0,,32789.57,12199,,1,1,1,64,0,1,0.0,,,,False,,False,,40.51594543457031,0.0,doclaynet_yolo26n/ew_add5,1,0,1,0.5682975,0,64,0.6295598149299622,0.3147799074649811,0.030386959651541534,21,1536,doclaynet_yolo26n_context_1,False,0.0008929525,0,25600.0,0,8,N/A,N/A,N/A,N/A,-1.3772748708724976,10.733244895935059,8,8,16,0.6295598149299622,0.8333333333333334,1.0,0.04826699374851626,1.0,0.025322466376284616,False,False,False
conv28,conv,20,20,64,64,3,3,1,1,ew_add5,conv29,36928.0,14771200.0,,2275.43,175791,115200.0,2,1,1,32,2,1,0.0,1,1,1,False,,False,,40.51594543457031,40.51594543457031,doclaynet_yolo26n/conv28,2,0,1,0.6076175,0,32,0.8664607405662537,0.02184412255883217,0.602658859083969,64,512,doclaynet_yolo26n_context_1,False,0.0009337925,0,29491200.0,6144,8,-1.3772748708724976,10.733244895935059,-0.40270572900772095,0.5066559910774231,-0.30848991870880127,10.929356575012207,8,8,16,0.8664607405662537,0.8333333333333334,1.0,0.6955408720424152,1.0,0.5022157159033075,False,False,True
conv29,conv,20,20,64,64,3,3,1,1,conv28,ew_add6,36928.0,14771200.0,,2294.54,174327,115200.0,2,1,1,32,2,1,0.0,1,1,1,False,,False,,40.51594543457031,40.51594543457031,doclaynet_yolo26n/conv29,2,0,1,0.6040825,0,32,0.8737372756004333,0.022027568891644478,0.6026588511656118,21,1536,doclaynet_yolo26n_context_1,False,0.0009675775,0,29491200.0,9216,8,-0.30848991870880127,10.929356575012207,-1.1265696287155151,0.982178270816803,-0.32697078585624695,16.348539352416992,8,8,16,0.8737372756004333,0.8333333333333334,1.0,0.6897483579963598,1.0,0.5022157093046765,False,True,False
ew_add6,ew_add,20,20,64,64,,,,,ew_add5 conv29,concat5,0,12800.0,,32789.57,12199,,1,1,1,64,0,1,0.0,,,,False,,False,,40.51594543457031,0.0,doclaynet_yolo26n/ew_add6,1,0,1,0.5463025,0,64,0.6295598149299622,0.3147799074649811,0.030386959651541534,21,1536,doclaynet_yolo26n_context_1,False,0.0009690975,0,25600.0,0,8,N/A,N/A,N/A,N/A,-1.3351752758026123,27.03729820251465,8,8,16,0.6295598149299622,0.8333333333333334,1.0,0.04826699374851626,1.0,0.025322466376284616,False,False,False
concat5,concat,20|20,20|20,128,64|64,,,,,ew_add6 conv25,conv30,0,0,,46152.07,8667,,1,1,1,128,0,1,1,,,,False,,False,,40.51594543457031,0.0,doclaynet_yolo26n/concat5,0,0,1,0.5735574999999999,0,128,0.8861197829246521,0.8861197829246521,0.030386959557679675,32,1024,doclaynet_yolo26n_context_1,False,0.0009978725,0,0,0,8,N/A,N/A,N/A,N/A,-1.3351752758026123,27.03729820251465,8,8,8,0.8861197829246521,0.8333333333333334,1.0,0.03429215794888028,0.0,0.025322466298066396,False,False,True
conv30,conv,20,20,128,128,1,1,1,1,concat5,concat6,16512.0,6604800.0,,3003.43,133181,102400.0,1,1,1,128,8,1,0.0,1,1,1,False,,False,,81.03189086914062,81.03189086914062,doclaynet_yolo26n/conv30,1,0,1,0.5904699999999999,0,128,0.929862380027771,0.057665884494781494,0.48998971921531437,32,1024,doclaynet_yolo26n_context_1,False,0.0010151425,0,13107200.0,0,8,-1.3351752758026123,27.03729820251465,-0.7856217622756958,0.5208054184913635,-0.3077252209186554,9.501016616821289,8,8,16,0.929862380027771,0.8333333333333334,1.0,0.5269486428740998,1.0,0.408324766012762,False,True,True
concat6,concat,20|20|20,20|20|20,384,128|128|128,,,,,conv_feature_splitter4_1 conv_feature_splitter4_2 conv30,conv31,0,0,,16511.87,24225,,1,1,1,384,0,1,1,,,,False,,False,,81.03189086914062,0.0,doclaynet_yolo26n/concat6,0,0,1,0.5907625,0,384,0.9510836005210876,0.9510836005210876,0.09116087767121686,10,3072,doclaynet_yolo26n_context_1,False,0.0010210025,0,0,0,8,N/A,N/A,N/A,N/A,-0.35594382882118225,10.989766120910645,8,8,8,0.9510836005210876,0.8333333333333334,1.0,0.09584948959404922,0.0,0.07596739805934738,False,True,True
conv31,conv,20,20,256,384,1,1,1,1,concat6,conv32 ew_add7,98560.0,39424000.0,,2078.78,192421,153600.0,4,1,1,64,8,1,0.0,1,1,1,False,,False,,243.0956573486328,162.06378173828125,doclaynet_yolo26n/conv31,4,0,1,0.598215,0,64,0.9603941440582275,0.07982496917247772,0.7311862055623495,5,6144,doclaynet_yolo26n_context_1,False,0.00102946,0,78643200.0,4096,8,-0.35594382882118225,10.989766120910645,-1.0161124467849731,0.7876421213150024,-0.2972850501537323,8.125791549682617,8,8,16,0.9603941440582275,0.8333333333333334,1.0,0.7613397167049142,1.0,0.6093218379686246,False,True,False
conv32,conv,20,20,128,256,1,1,1,1,conv31,maxpool1 concat7,32896.0,13158400.0,,3114.27,128441,102400.0,2,1,1,64,8,2,0.0,1,1,1,False,,False,,263.3084411621094,131.6542205810547,doclaynet_yolo26n/conv32,2,0,1,0.35170250000000003,0,64,0.9415284395217896,0.058616556227207184,0.7773954210339368,20,3072,doclaynet_yolo26n_context_2,False,0.000355585,0,26214400.0,2048,8,-0.2972850501537323,8.125791549682617,-1.6288845539093018,1.705383539199829,-8.794809341430664,10.051210403442383,8,8,16,0.9415284395217896,0.8333333333333334,1.0,0.8256738600788125,1.0,0.6478295175282807,False,False,False
maxpool1,maxpool,20,20,128,128,5,5,1,1,conv32,maxpool2 concat7,0,0,,2571.37,155559,,4.0,4.0,4.0,128,0,8.0,,,1,1,False,,False,combined (INPUT_FEATURES),329.1355514526367,131.6542205810547,,0.0,0.0,4.0,0.42568,0,128,0.59263476729393,0.8953495025634766,0.14083402651621302,66.0,7424,doclaynet_yolo26n_context_2,False,0.0004479375,0,0,0,8,-8.794809341430664,10.051210403442383,N/A,N/A,-8.794809341430664,10.051210403442383,8,8,8,0,0,0,0,0.0,0,False,False,False
maxpool2,maxpool,20,20,128,128,5,5,1,1,maxpool1,maxpool3 concat7,0,0,,2571.37,155559,,4.0,4.0,4.0,128,0,8.0,,,1,1,False,,False,combined (INPUT_FEATURES),329.1355514526367,131.6542205810547,,0.0,0.0,4.0,0.4428575,0,128,0.59263476729393,0.8953495025634766,0.14083402651621302,66.0,7424,doclaynet_yolo26n_context_2,False,0.0005121025,0,0,0,8,-8.794809341430664,10.051210403442383,N/A,N/A,-8.794809341430664,10.051210403442383,8,8,8,0,0,0,0,0.0,0,False,False,False
maxpool3,maxpool,20,20,128,128,5,5,1,1,maxpool2,concat7,0,0,,2571.37,155559,,4.0,4.0,4.0,128,0,7.0,,,1,1,False,,False,combined (INPUT_FEATURES),329.1355514526367,131.6542205810547,,0.0,0.0,4.0,0.4515275,0,128,0.59263476729393,0.8953495025634766,0.14083402651621302,56.0,7680,doclaynet_yolo26n_context_2,False,0.0005762675,0,0,0,8,-8.794809341430664,10.051210403442383,N/A,N/A,-8.794809341430664,10.051210403442383,8,8,8,0,0,0,0,0.0,0,False,False,False
concat7,concat,20|20|20|20,20|20|20|20,512,128|128|128|128,,,,,conv32 maxpool1 maxpool2 maxpool3,conv33,0,0,,12596.44,31755,,1,1,1,512,0,1,1,,,,False,,False,,131.6542205810547,0.0,doclaynet_yolo26n/concat7,0,0,1,0.39331499999999997,0,512,0.967406690120697,0.967406690120697,0.1974813379154066,8,4096,doclaynet_yolo26n_context_2,False,0.000580215,0,0,0,8,N/A,N/A,N/A,N/A,-8.794809341430664,10.051210403442383,8,8,8,0.967406690120697,0.8333333333333334,1.0,0.20413476558733343,0.0,0.16456778159617216,False,False,True
conv33,conv,20,20,256,512,1,1,1,1,concat7,ew_add7,131328.0,52531200.0,,3082.12,129781,102400.0,8,1,1,32,4,1,0.0,1,1,1,False,,False,,526.6168823242188,263.3084411621094,doclaynet_yolo26n/conv33,8,0,1,0.4095725,0,32,0.9486750960350037,0.1183532252907753,0.791468205880205,5,6144,doclaynet_yolo26n_context_2,False,0.00059779,0,104857600.0,4096,8,-8.794809341430664,10.051210403442383,-1.2206971645355225,0.6775161027908325,-0.28040215373039246,6.219829559326172,8,8,16,0.9486750960350037,0.8333333333333334,1.0,0.8342879550524238,1.0,0.6595568382335042,False,True,False
ew_add7,ew_add,20,20,256,256,,,,,conv33 conv31,conv_feature_splitter5_1 conv_feature_splitter5_2,0,51200.0,,8382.41,47719,,1,1,1,256,0,1,0.0,,,,False,,False,,263.3084411621094,0.0,doclaynet_yolo26n/ew_add7,1,0,1,0.39931500000000003,0,256,0.6437687277793884,0.3218843638896942,0.19748134097612247,5,6144,doclaynet_yolo26n_context_2,False,0.00060375,0,102400.0,0,8,N/A,N/A,N/A,N/A,-1.0061008930206299,11.21083927154541,8,8,16,0.6437687277793884,0.8333333333333334,1.0,0.30675820749683397,1.0,0.16456778414676873,False,False,False
conv_feature_splitter5_1,conv,20,20,128,256,1,1,1,1,ew_add7,concat8,32896.0,13158400.0,,3030.74,131981,102400.0,2,1,1,64,8,3,0.0,1,1,1,False,,False,,263.3084411621094,131.6542205810547,doclaynet_yolo26n/conv_feature_splitter5_1,2,0,1,0.4102425,0,64,0.9346799850463867,0.05819019302725792,0.793011006154624,96,1024,doclaynet_yolo26n_context_2,False,0.0006206375,0,26214400.0,0,8,-1.0061008930206299,11.21083927154541,-0.6811684370040894,1.1253477334976196,-2.7592837810516357,9.166434288024902,8,8,16,0.9346799850463867,0.8333333333333334,1.0,0.8484304990389498,1.0,0.6608425051288535,False,False,True
conv_feature_splitter5_2,conv,20,20,128,256,1,1,1,1,ew_add7,format_conversion1 conv36,32896.0,13158400.0,,2993.90,133605,102400.0,2,1,1,64,8,5,0.0,1,1,1,False,,False,,263.3084411621094,131.6542205810547,doclaynet_yolo26n/conv_feature_splitter5_2,2,0,1,0.4117925,0,64,0.9233187437057495,0.05748287960886955,0.7930110167383865,52,3072,doclaynet_yolo26n_context_2,False,0.0006221875,0,26214400.0,2048,8,-1.0061008930206299,11.21083927154541,-1.661545991897583,1.5379222631454468,-0.3008349537849426,9.28827953338623,8,8,16,0.9233187437057495,0.8333333333333334,1.0,0.85887026787264,1.0,0.6608425139486555,False,False,False
